outcome,model_type,term,estimate,std_error,statistic,p_value,conf_low,conf_high,status,detail,model_family
g5,clmm,guardrailon:profileR3,0.3960202527442199,0.9283120367255616,0.4266025184173024,0.6696688630981129,-1.4234713392378806,2.2155118447263207,ok,NA,clmm
s1,clmm,1|2,-5.411159778205066,1.3141887146676878,-4.117490675282019,3.830200216409272e-5,-7.9869696589537345,-2.835349897456398,ok,NA,clmm
s1,clmm,2|3,-1.3239626516851137,0.8030344673182296,-1.6486996580689093,0.09920918025114177,-2.8979102076288434,0.2499849042586162,ok,NA,clmm
s1,clmm,3|4,3.2029323770624263,0.8377877747300422,3.823083212326054,1.3179327749995645e-4,1.5608683385915436,4.844996415533309,ok,NA,clmm
s1,clmm,4|5,6.223878901635797,1.0356259133876256,6.009775171883184,1.8578078353705449e-9,4.194052111396051,8.253705691875544,ok,NA,clmm
s1,clmm,guardrailon,0.13904624022020226,0.6991932088542198,0.1988666915802283,0.8423670253448685,-1.2313724491340685,1.5094649295744729,ok,NA,clmm
s1,clmm,profileR2,-0.07327054221546747,0.7060309334558629,-0.10377809065223902,0.9173454536990444,-1.4570911717889587,1.3105500873580236,ok,NA,clmm
s1,clmm,profileR3,-0.026773553071016455,0.7045174932916517,-0.03800268031092439,0.9696855449944206,-1.4076278399226538,1.3540807337806209,ok,NA,clmm
s1,clmm,guardrailon:profileR2,0.813721217892834,0.9576519172244621,0.8497045776833207,0.3954893527446533,-1.0632765398671116,2.69071897565278,ok,NA,clmm
s1,clmm,guardrailon:profileR3,1.546473110462185,0.9589506333410796,1.6126722864493228,0.10681572456053438,-0.33307013088633086,3.4260163518107007,ok,NA,clmm
s2,clmm,2|3,-3.353086835886917,1.570722129527149,-2.1347422136952585,0.032782072792052405,-6.431702209760129,-0.27447146201370476,ok,NA,clmm
s2,clmm,3|4,3.485763650698835,1.5519812968328988,2.2460088003716105,0.024703444224304184,0.4438803089063539,6.5276469924913165,ok,NA,clmm
s2,clmm,4|5,6.287187399529126,1.6479530615776343,3.815149561062264,1.3610047704261713e-4,3.0571993988369623,9.517175400221289,ok,NA,clmm
s2,clmm,guardrailon,-0.51556907770007665,0.7351164035599103,-0.7013434541840678,0.4830887013724072,-1.9563972286775009,0.9252590732773475,ok,NA,clmm
s2,clmm,profileR2,-1.8018534389332477,0.8228947475665422,-2.1896523756673307,0.0285494574357633,-3.4147271441636704,-0.18897973370282495,ok,NA,clmm
s2,clmm,profileR3,-1.8629621926386095,0.8127422464774389,-2.2921931285262946,0.021894501295235035,-3.4559369957343895,-0.2699873895428293,ok,NA,clmm
s2,clmm,guardrailon:profileR2,1.07771405911964,1.1025309201464586,0.9774910067614956,0.3283261278921754,-1.0832465443674189,3.238674662606699,ok,NA,clmm
s2,clmm,guardrailon:profileR3,2.534578757074667,1.0972069590837434,2.3100279633582033,0.020886606034747006,0.38405311727052993,4.685104396878804,ok,NA,clmm
