run_timestamp,source_mode,used_ratings,used_transcripts,used_seeds,used_raters,severity_error_mode,n_rows_analysis_long,n_raters,n_transcripts,n_seeds
2026-04-20 20:50:17 +0200,data_clean,/Users/pavol.bielik/dev/src/github.com/pbielik/diplomovka/analysis/data_clean/ratings_clean.csv,/Users/pavol.bielik/dev/src/github.com/pbielik/diplomovka/analysis/data_clean/transcripts_master.csv,/Users/pavol.bielik/dev/src/github.com/pbielik/diplomovka/analysis/data_clean/seed_anchors_final.csv,/Users/pavol.bielik/dev/src/github.com/pbielik/diplomovka/analysis/data_clean/raters_clean.csv,direct_1to5,166,6,72,12
