cluster,plausibility_index,defect_index,symptom_error_mean,g2,g5,severity_error,impact_error,n_transcripts
C1,3.878654970760234,-2.0793859649122806,-0.4678362573099415,3.800438596491228,3.692982456140351,-0.3464912280701754,-0.3530701754385965,38
C2,4.295751633986928,-1.690686274509804,-0.6013071895424836,4.061274509803922,4.213235294117647,-0.5269607843137255,-0.6127450980392157,34
