outcome,model_type,term,estimate,std_error,statistic,p_value,conf_low,conf_high,status,detail
plausibility_index,lmm,(Intercept),3.824944758690603,0.19982728357649632,19.14125383797437,NA,3.4332904797521984,4.216599037629008,ok,NA
plausibility_index,lmm,guardrailon,0.025878936382304093,0.11741985440275668,0.2203965974403093,NA,-0.2042597493170358,0.25601762208164397,ok,NA
plausibility_index,lmm,profileR2,-0.0018988413954695652,0.1174198544027566,-0.01617138264331715,NA,-0.2320375270948093,0.22823984430387018,ok,NA
plausibility_index,lmm,profileR3,-0.0018988413954677851,0.11741985440275658,-0.016171382643301997,NA,-0.23203752709480752,0.22823984430387195,ok,NA
plausibility_index,lmm,guardrailon:profileR2,0.01578773028436621,0.16700335126771496,0.09453541000538168,NA,-0.31153282349784656,0.34310828406657895,ok,NA
plausibility_index,lmm,guardrailon:profileR3,0.015787730284363838,0.16700335126771493,0.09453541000536748,NA,-0.31153282349784894,0.34310828406657656,ok,NA
defect_index,lmm,(Intercept),2.1207897445085213,0.17058371485436513,12.432545195296827,NA,1.7864518070449156,2.4551276819721273,ok,NA
defect_index,lmm,guardrailon,-0.08351617463466023,0.11200258157127936,-0.745662943326979,NA,-0.3030372006898773,0.13600485142055685,ok,NA
defect_index,lmm,profileR2,-0.07518284130132656,0.11200258157127924,-0.6712598963933673,NA,-0.29470386735654336,0.14433818475389026,ok,NA
defect_index,lmm,profileR3,0.008150492032005865,0.11200258157127928,0.07277057294272125,NA,-0.21137053402321104,0.22767151808722275,ok,NA
defect_index,lmm,guardrailon:profileR2,0.1001828413013259,0.1595605939036621,0.6278670619752976,NA,-0.212550176101673,0.4129158587043248,ok,NA
defect_index,lmm,guardrailon:profileR3,-0.02481715869867289,0.1595605939036621,-0.15553438409521556,NA,-0.3375501761016718,0.287915858704326,ok,NA
symptom_error_mean,transcript_lmm,(Intercept),0.5370370370370414,0.05527621828663396,9.715516974266299,NA,0.42869763999366456,0.6453764340804182,ok,NA
symptom_error_mean,transcript_lmm,guardrailon,-0.01851851851851973,0.044491573065404993,-0.41622530386364437,NA,-0.10572039934224581,0.06868336230520636,ok,NA
symptom_error_mean,transcript_lmm,profileR2,-0.04629629629629701,0.044491573065404966,-1.0405632596590595,NA,-0.13349817712002304,0.04090558452742902,ok,NA
symptom_error_mean,transcript_lmm,profileR3,0.055555555555554366,0.044491573065404966,1.2486759115908255,NA,-0.03164632526817166,0.1427574363792804,ok,NA
symptom_error_mean,transcript_lmm,guardrailon:profileR2,0.10185185185185257,0.06292058604040923,1.618736541748684,NA,-0.021470230673503177,0.2251739343772083,ok,NA
symptom_error_mean,transcript_lmm,guardrailon:profileR3,-0.10185185185185049,0.06292058604040923,-1.618736541748651,NA,-0.22517393437720623,0.02147023067350526,ok,NA
severity_error,transcript_lmm,(Intercept),0.5763888888888898,0.08892851523178942,6.481485577337596,NA,0.402092201835961,0.7506855759418187,ok,NA
severity_error,transcript_lmm,guardrailon,-0.24305555555555647,0.1257639123224989,-1.932633543812507,NA,-0.48954829426250734,0.0034371831513943796,ok,NA
severity_error,transcript_lmm,profileR2,-0.2847222222222234,0.12576391232249895,-2.263942151323222,NA,-0.5312149609291743,-0.03822948351527242,ok,NA
severity_error,transcript_lmm,profileR3,-0.3680555555555565,0.1257639123224989,-2.9265593663446503,NA,-0.6145482942625073,-0.12156281684860568,ok,NA
severity_error,transcript_lmm,guardrailon:profileR2,0.20138888888888998,0.17785703046357879,1.1323077213421147,NA,-0.14720448521696758,0.5499822629947475,ok,NA
severity_error,transcript_lmm,guardrailon:profileR3,0.4930555555555564,0.17785703046357873,2.7722016625962027,NA,0.14446218144969897,0.8416489296614138,ok,NA
impact_error,transcript_lmm,(Intercept),0.5763888888888882,0.10091039666682348,5.711888050464761,NA,0.3786081457562635,0.7741696320215128,ok,NA
impact_error,transcript_lmm,guardrailon,-0.15972222222222218,0.11287066388805635,-1.4150906597008466,NA,-0.3809446583539382,0.06150021390949384,ok,NA
impact_error,transcript_lmm,profileR2,-0.2847222222222219,0.1128706638880563,-2.522552915118899,NA,-0.5059446583539378,-0.06349978609050594,ok,NA
impact_error,transcript_lmm,profileR3,-0.20138888888888856,0.11287066388805632,-1.784244744840196,NA,-0.4226113250206045,0.019833547242827404,ok,NA
impact_error,transcript_lmm,guardrailon:profileR2,0.15972222222222215,0.1596232236645444,1.0006202014682137,NA,-0.15313354725646644,0.47257799170091075,ok,NA
impact_error,transcript_lmm,guardrailon:profileR3,0.24305555555555555,0.1596232236645444,1.522682915277717,NA,-0.06980021392313304,0.5559113250342441,ok,NA
